offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O004664,H04664,Hotwire,Deluxe,148.74,297.48,145.42,0.87,0.173,Free,False,False,"Kids stay free, Spa discount",2,140.31,71.4,"[145.0, 144.12, 139.31, 142.7, 143.53, 149.2, 147.53, 147.62, 150.87, 151.51, 146.89, 147.93, 144.23, 145.9, 141.02, 140.86, 139.31, 135.51, 133.1, 130.7, 124.54, 123.77, 126.49, 125.87]",0.0234,2025-07-19T00:10:01.768612
O004665,H04665,Kayak,Family,129.94,259.88,134.03,2.94,0.186,Free,True,False,Free breakfast,2,125.86,17.6,"[131.02, 131.12, 128.8, 130.71, 128.04, 128.3, 127.91, 127.56, 128.4, 125.95, 126.35, 125.07, 124.42, 126.87, 126.39, 127.21, 127.95, 127.65, 126.2, 123.86, 121.65, 118.8, 114.8, 115.66]",0.0118,2025-07-19T00:10:01.768612
O004666,H04666,HotelDirect,Executive,79.2,237.6,79.47,2.05,0.121,Free,True,True,,3,76.69,3.76,"[79.7, 79.2, 78.79, 78.68, 78.36, 79.6, 78.98, 78.67, 77.83, 76.77, 76.23, 76.23, 75.71, 74.8, 74.11, 73.82, 73.83, 74.26, 74.54, 74.52, 75.88, 76.07, 76.74, 77.36]",0.0097,2025-07-19T00:10:01.768612
O004667,H04667,HotelDirect,Single,145.2,726.0,146.47,2.47,0.138,Free,True,True,Late checkout,5,144.96,1.69,"[145.61, 145.49, 146.28, 146.15, 146.81, 145.78, 146.23, 146.83, 146.04, 146.07, 143.28, 143.93, 145.44, 144.61, 144.96, 145.61, 146.15, 143.96, 143.88, 143.92, 143.52, 143.12, 142.44, 142.96]",0.0083,2025-07-19T00:10:01.768612
O004668,H04668,Lastminute.com,Suite,240.86,1686.02,235.85,1.1,0.132,Free,False,True,Free WiFi,7,239.22,1.01,"[240.33, 239.37, 239.67, 238.25, 238.63, 238.26, 238.05, 236.18, 238.26, 239.92, 239.47, 240.65, 239.07, 239.65, 239.84, 238.86, 238.53, 238.68, 239.63, 239.63, 239.98, 239.08, 240.98, 240.23]",0.0061,2025-07-19T00:10:01.768612
O004669,H04669,Agoda,Single,329.18,658.36,312.15,1.98,0.103,Free,False,True,,2,327.73,12.68,"[326.69, 325.21, 325.5, 324.1, 322.83, 322.79, 322.61, 326.05, 326.56, 325.16, 325.43, 325.4, 324.6, 326.13, 329.13, 330.52, 330.15, 331.8, 333.76, 331.03, 332.05, 332.36, 332.52, 333.02]",0.0062,2025-07-19T00:10:01.768612
O004670,H04670,Lastminute.com,Family,246.54,493.08,240.21,2.67,0.156,Free,False,False,,2,249.36,9.05,"[245.11, 249.05, 247.22, 245.63, 249.86, 250.06, 247.61, 246.75, 249.42, 248.6, 250.65, 253.35, 253.96, 255.72, 253.61, 249.76, 253.06, 250.99, 248.42, 247.1, 246.66, 246.98, 243.66, 251.42]",0.0112,2025-07-19T00:10:01.768612
O004671,H04671,Agoda,Double,222.3,666.9,225.91,2.09,0.195,Free,True,False,Kids stay free,3,240.35,66.06,"[227.73, 226.74, 228.45, 232.94, 240.05, 250.75, 251.47, 252.93, 248.27, 251.26, 255.55, 247.88, 241.66, 239.02, 239.75, 237.57, 233.44, 233.11, 234.61, 237.2, 235.03, 241.0, 240.47, 241.57]",0.0205,2025-07-19T00:10:01.768612
O004672,H04672,HRS,Family,187.8,187.8,186.05,2.07,0.158,Non-refundable,True,True,Free parking,1,187.27,1.1,"[187.57, 188.36, 186.86, 188.73, 188.01, 188.04, 186.51, 187.68, 186.38, 187.1, 189.1, 188.99, 189.12, 187.73, 186.65, 186.31, 186.36, 186.39, 185.99, 185.49, 185.94, 186.77, 187.7, 186.75]",0.008,2025-07-19T00:10:01.768612
O004673,H04673,HRS,Twin,66.72,400.32,65.15,1.57,0.103,Non-refundable,False,True,Room upgrade,6,63.15,18.79,"[68.02, 68.96, 68.97, 70.39, 69.43, 68.89, 66.63, 66.47, 65.7, 62.66, 61.66, 63.22, 60.91, 60.13, 62.2, 61.56, 61.73, 58.96, 59.91, 59.99, 59.59, 56.72, 56.94, 55.9]",0.0235,2025-07-19T00:10:01.768612
O004674,H04674,Kayak,Family,193.37,193.37,190.95,1.71,0.172,Non-refundable,False,True,"Free cancellation, Pay at hotel",1,196.25,3.55,"[194.05, 194.5, 192.86, 192.97, 193.91, 195.54, 197.62, 197.75, 197.51, 197.57, 198.48, 196.32, 197.46, 196.76, 196.16, 196.02, 194.56, 193.7, 195.74, 195.98, 198.55, 197.95, 199.92, 198.14]",0.0059,2025-07-19T00:10:01.768612
O004675,H04675,Otel.com,Suite,394.38,394.38,399.85,0.68,0.196,Free,False,True,Pay at hotel,1,382.08,34.98,"[395.02, 393.46, 389.05, 387.35, 385.47, 383.27, 380.98, 374.61, 373.89, 376.87, 375.65, 370.97, 373.81, 382.6, 380.12, 385.78, 387.96, 384.25, 381.66, 382.62, 381.21, 380.74, 383.25, 379.37]",0.0099,2025-07-19T00:10:01.768612
O004676,H04676,Hotels.com,Family,58.21,58.21,58.95,1.37,0.134,Free,True,True,Free parking,1,63.54,10.18,"[57.17, 56.86, 58.69, 60.0, 59.83, 59.79, 60.73, 62.73, 63.85, 65.69, 66.73, 66.88, 65.99, 65.56, 64.96, 64.39, 63.34, 63.9, 65.57, 66.44, 67.18, 66.9, 65.68, 66.0]",0.0202,2025-07-19T00:10:01.768612
O004677,H04677,Venere,Single,64.51,129.02,67.27,1.27,0.092,Free,False,True,Free parking,2,64.6,0.56,"[64.62, 64.77, 64.63, 64.35, 64.41, 63.73, 63.65, 63.31, 63.53, 63.66, 64.52, 64.69, 64.42, 64.05, 64.22, 64.6, 65.07, 65.24, 64.45, 65.02, 65.77, 66.1, 65.7, 65.92]",0.0076,2025-07-19T00:10:01.768612
O004678,H04678,Lastminute.com,Double,213.27,213.27,212.99,0.78,0.167,Non-refundable,True,False,,1,220.18,6.82,"[218.64, 215.51, 219.94, 221.95, 221.58, 223.31, 221.91, 217.06, 219.3, 220.58, 220.23, 222.52, 222.18, 221.34, 222.75, 224.77, 223.86, 220.92, 216.53, 218.7, 217.83, 214.81, 217.35, 220.67]",0.0158,2025-07-19T00:10:01.768612
O004679,H04679,Agoda,Double,94.05,94.05,94.74,2.38,0.154,Free,True,True,Mobile exclusive,1,94.08,1.29,"[94.75, 96.2, 96.1, 95.63, 95.49, 95.34, 94.78, 94.28, 94.49, 94.18, 93.78, 94.43, 94.12, 94.32, 93.51, 92.66, 92.84, 92.09, 92.34, 93.31, 92.91, 92.89, 93.3, 94.28]",0.0059,2025-07-19T00:10:01.768612
O004680,H04680,Lastminute.com,Executive,360.93,721.86,361.6,2.04,0.182,Free,False,False,"Spa discount, Mobile exclusive",2,363.89,23.09,"[362.4, 368.08, 368.02, 369.01, 372.45, 371.48, 371.77, 370.02, 365.19, 362.5, 361.07, 358.5, 359.97, 358.7, 362.71, 361.6, 359.78, 359.3, 363.35, 364.23, 367.44, 362.44, 359.26, 354.07]",0.0084,2025-07-19T00:10:01.768612
O004681,H04681,Hotwire,Suite,141.39,141.39,141.3,2.01,0.133,Free,False,False,"Mobile exclusive, Free parking",1,142.15,2.85,"[142.46, 142.21, 144.08, 143.04, 143.31, 142.33, 141.53, 139.95, 139.01, 139.38, 140.01, 140.72, 141.98, 141.87, 143.07, 143.38, 144.48, 145.0, 145.66, 142.91, 141.31, 140.57, 142.23, 141.14]",0.0071,2025-07-19T00:10:01.768612
O004682,H04682,Hotels.com,Twin,176.4,882.0,178.66,2.17,0.152,Free,False,True,Kids stay free,5,175.14,9.92,"[175.0, 168.89, 169.47, 174.1, 176.93, 176.07, 174.37, 177.2, 178.9, 182.45, 178.54, 177.53, 178.66, 174.96, 172.63, 171.48, 174.37, 175.87, 174.86, 174.69, 175.43, 177.43, 173.97, 169.52]",0.012,2025-07-19T00:10:01.768612
O004683,H04683,Orbitz,Single,148.13,148.13,150.29,0.93,0.193,Non-refundable,False,True,Mobile exclusive,1,150.49,12.68,"[147.79, 149.6, 146.49, 147.93, 147.62, 146.93, 145.67, 146.5, 146.46, 146.43, 148.32, 148.35, 148.73, 151.98, 152.42, 152.28, 154.52, 154.39, 152.76, 154.25, 156.07, 156.72, 155.66, 153.95]",0.0097,2025-07-19T00:10:01.768612
O004684,H04684,Kayak,Single,136.91,410.73,135.65,1.62,0.199,Free,True,True,Mobile exclusive,3,136.14,1.42,"[136.25, 136.09, 136.97, 137.42, 136.31, 137.49, 137.13, 136.37, 137.94, 137.78, 136.16, 135.44, 136.3, 135.66, 136.03, 136.12, 134.45, 132.92, 133.47, 135.21, 136.36, 137.05, 136.27, 136.12]",0.0071,2025-07-19T00:10:01.768612
O004685,H04685,Orbitz,Single,184.12,736.48,187.87,0.97,0.164,Non-refundable,False,True,Kids stay free,4,192.41,64.46,"[177.15, 179.74, 183.39, 183.69, 184.84, 186.28, 185.25, 187.24, 186.5, 187.97, 188.15, 192.15, 196.04, 194.52, 196.09, 196.5, 196.88, 200.22, 200.93, 204.12, 202.55, 203.83, 202.27, 201.45]",0.0142,2025-07-19T00:10:01.768612
O004686,H04686,Booking.com,Suite,504.0,2520.0,490.22,1.65,0.093,Partial,True,True,Free breakfast,5,482.27,225.05,"[488.8, 477.41, 487.5, 480.51, 498.85, 505.28, 508.47, 504.05, 497.0, 490.61, 489.88, 487.79, 486.73, 485.73, 483.18, 484.1, 479.16, 473.5, 460.63, 457.71, 469.5, 463.69, 455.56, 458.87]",0.0188,2025-07-19T00:10:01.768612
O004687,H04687,Hotels.com,Family,176.4,176.4,174.76,0.8,0.171,Non-refundable,False,False,"Room upgrade, Spa discount",1,180.81,41.12,"[175.33, 175.25, 172.17, 168.66, 171.64, 173.56, 176.65, 175.83, 175.96, 182.89, 185.61, 186.94, 194.3, 189.15, 187.72, 186.46, 187.44, 188.48, 181.18, 181.15, 181.5, 180.64, 181.37, 179.58]",0.0176,2025-07-19T00:10:01.768612
O004688,H04688,Orbitz,Deluxe,104.69,104.69,100.92,2.16,0.162,Free,True,False,Kids stay free,1,103.42,20.84,"[105.89, 106.44, 104.57, 102.92, 100.89, 101.25, 100.49, 100.29, 99.77, 96.83, 97.93, 100.42, 99.15, 98.64, 99.12, 101.44, 102.14, 103.93, 105.8, 108.48, 110.43, 109.84, 112.72, 112.61]",0.0151,2025-07-19T00:10:01.768612
O004689,H04689,Expedia,Twin,154.22,462.66,156.47,1.78,0.082,Partial,True,False,Late checkout,3,147.75,5.15,"[151.37, 150.2, 150.24, 147.2, 149.69, 148.62, 152.35, 148.94, 150.78, 148.57, 147.67, 148.18, 146.74, 148.13, 147.76, 146.92, 144.13, 145.28, 146.47, 146.59, 144.23, 143.87, 144.72, 147.45]",0.0138,2025-07-19T00:10:01.768612
O004690,H04690,Otel.com,Deluxe,171.18,855.9,167.15,0.74,0.137,Free,True,True,Airport shuttle,5,165.57,21.22,"[167.4, 170.39, 164.77, 164.0, 162.82, 164.37, 166.62, 168.8, 170.05, 168.59, 172.19, 170.98, 171.93, 169.56, 169.35, 167.12, 166.42, 160.79, 157.88, 156.24, 157.31, 159.65, 163.06, 163.5]",0.0167,2025-07-19T00:10:01.768612
O004691,H04691,Expedia,Deluxe,183.6,918.0,186.59,1.68,0.188,Free,True,False,"Free breakfast, Kids stay free",5,190.04,59.16,"[180.26, 182.62, 179.03, 176.19, 183.98, 185.71, 185.16, 181.55, 182.89, 186.54, 186.33, 196.73, 199.49, 196.3, 195.4, 202.8, 204.66, 198.11, 192.65, 188.43, 192.52, 196.75, 193.77, 193.17]",0.0237,2025-07-19T00:10:01.768612
O004692,H04692,Kayak,Family,147.63,295.26,152.47,2.1,0.087,Non-refundable,True,True,Airport shuttle,2,149.88,1.87,"[147.61, 146.78, 148.01, 149.25, 150.42, 150.61, 149.94, 150.08, 151.09, 150.41, 150.82, 149.66, 149.03, 150.37, 152.38, 150.57, 150.81, 151.94, 150.89, 149.65, 150.05, 150.09, 149.83, 146.93]",0.0092,2025-07-19T00:10:01.768612
O004693,H04693,Priceline,Twin,165.6,165.6,161.22,1.72,0.081,Free,False,True,,1,160.82,12.98,"[162.87, 158.85, 158.94, 164.44, 165.37, 164.34, 167.22, 166.43, 166.71, 165.7, 163.02, 159.76, 157.83, 155.85, 159.25, 159.39, 156.96, 158.81, 159.11, 156.25, 159.65, 158.98, 156.05, 157.96]",0.0147,2025-07-19T00:10:01.768612
O004694,H04694,Getaroom,Single,135.82,135.82,135.08,2.95,0.091,Free,False,False,Kids stay free,1,136.82,4.77,"[135.98, 137.74, 138.16, 138.17, 137.53, 136.63, 134.59, 132.76, 132.13, 133.58, 137.55, 141.39, 141.28, 139.21, 137.66, 137.21, 137.54, 136.82, 137.58, 137.16, 136.39, 135.92, 135.98, 134.82]",0.0165,2025-07-19T00:10:01.768612
O004695,H04695,HRS,Single,91.37,182.74,88.97,1.11,0.129,Non-refundable,False,False,Airport shuttle,2,93.32,2.43,"[91.53, 91.3, 91.0, 93.73, 91.81, 94.16, 95.31, 93.41, 91.45, 92.95, 93.38, 91.33, 93.02, 92.92, 93.7, 95.7, 93.58, 94.59, 94.51, 96.71, 95.45, 94.44, 91.49, 92.26]",0.0246,2025-07-19T00:10:01.768612
O004696,H04696,Hotwire,Family,155.09,155.09,156.01,2.23,0.198,Free,True,False,Free breakfast,1,153.26,5.01,"[154.88, 152.84, 151.75, 150.36, 149.33, 147.81, 151.15, 151.46, 154.4, 155.42, 154.03, 153.84, 156.03, 154.02, 154.45, 150.97, 155.73, 155.68, 153.44, 151.98, 152.28, 154.46, 155.12, 156.82]",0.0131,2025-07-19T00:10:01.768612
O004697,H04697,Hotwire,Single,92.8,464.0,92.56,0.64,0.14,Free,False,False,Room upgrade,5,93.92,0.41,"[93.09, 93.21, 93.7, 93.47, 93.71, 94.12, 93.54, 93.34, 93.37, 93.92, 94.01, 93.35, 93.68, 94.18, 94.07, 93.5, 94.19, 93.74, 95.19, 94.19, 95.79, 94.91, 94.52, 93.42]",0.013,2025-07-19T00:10:01.768612
O004698,H04698,Lastminute.com,Executive,118.6,355.8,111.89,1.1,0.087,Free,True,True,,3,119.43,1.59,"[117.11, 117.91, 118.7, 118.39, 118.69, 118.83, 119.03, 117.4, 117.86, 118.66, 119.95, 120.93, 120.72, 121.37, 121.48, 120.33, 119.94, 120.13, 119.92, 120.33, 121.18, 119.72, 117.85, 119.88]",0.0091,2025-07-19T00:10:01.768612
O004699,H04699,Agoda,Suite,273.6,273.6,274.22,1.23,0.166,Non-refundable,True,True,"Free breakfast, Free parking",1,271.43,39.91,"[268.59, 267.59, 270.98, 268.98, 259.97, 264.96, 268.27, 270.37, 260.19, 270.11, 269.84, 263.1, 267.53, 273.57, 272.37, 272.49, 272.74, 280.18, 285.47, 283.84, 278.33, 272.92, 274.9, 277.03]",0.0205,2025-07-19T00:10:01.768612
O004700,H04700,Booking.com,Deluxe,144.0,288.0,142.31,0.83,0.127,Free,False,True,Free WiFi,2,141.87,11.37,"[147.55, 148.34, 148.16, 145.28, 145.52, 144.21, 142.43, 142.63, 142.14, 143.73, 141.57, 140.35, 139.74, 138.07, 138.3, 138.75, 135.45, 137.76, 139.76, 138.95, 139.04, 141.94, 143.03, 142.28]",0.0143,2025-07-19T00:10:01.768612
O004701,H04701,Getaroom,Suite,394.24,788.48,396.89,0.92,0.199,Partial,True,False,Free WiFi,2,396.59,192.76,"[392.8, 397.06, 398.49, 411.52, 400.62, 407.57, 406.57, 405.46, 420.54, 423.49, 406.44, 397.35, 408.68, 405.87, 406.54, 386.59, 378.55, 378.86, 382.23, 379.94, 382.37, 385.07, 383.87, 371.62]",0.0167,2025-07-19T00:10:01.768612
O004702,H04702,Venere,Family,266.12,1330.6,272.35,1.43,0.179,Free,False,True,Late checkout,5,266.97,8.92,"[268.87, 267.62, 269.67, 272.88, 272.46, 270.72, 267.75, 268.82, 268.59, 266.68, 265.17, 268.23, 266.0, 268.39, 266.57, 266.26, 262.91, 261.84, 261.01, 262.44, 267.07, 267.57, 264.39, 265.36]",0.0072,2025-07-19T00:10:01.768612
O004703,H04703,Lastminute.com,Deluxe,290.63,290.63,283.9,0.79,0.138,Non-refundable,True,False,Late checkout,1,291.43,37.33,"[290.28, 286.16, 290.02, 288.21, 293.39, 302.75, 294.44, 290.08, 287.37, 282.37, 284.53, 291.19, 298.14, 294.67, 294.83, 300.71, 292.07, 303.04, 298.77, 292.1, 288.61, 283.17, 280.09, 287.22]",0.0198,2025-07-19T00:10:01.768612
O004704,H04704,Getaroom,Family,250.28,250.28,252.84,0.72,0.157,Free,True,False,Airport shuttle,1,237.72,98.13,"[249.41, 235.44, 228.62, 226.7, 232.96, 224.14, 221.17, 222.06, 232.01, 231.92, 241.61, 240.29, 251.67, 250.1, 258.03, 250.97, 246.76, 240.23, 243.47, 243.92, 237.16, 233.53, 229.92, 233.08]",0.0224,2025-07-19T00:10:01.768612
O004705,H04705,Getaroom,Suite,159.49,478.47,157.8,2.7,0.115,Free,True,True,"Late checkout, Free cancellation",3,162.57,7.0,"[157.66, 158.04, 163.02, 163.37, 165.54, 162.47, 160.41, 159.59, 161.07, 161.88, 157.04, 163.22, 166.29, 164.22, 163.7, 166.98, 163.69, 163.39, 163.82, 161.39, 161.57, 162.64, 163.47, 167.32]",0.0163,2025-07-19T00:10:01.768612
O004706,H04706,Getaroom,Double,118.67,474.68,120.08,1.12,0.096,Non-refundable,False,True,Free breakfast,4,118.05,14.47,"[116.56, 113.28, 113.64, 114.77, 113.96, 116.76, 115.57, 113.8, 114.92, 114.12, 114.33, 116.11, 118.65, 120.39, 123.02, 125.89, 123.48, 125.97, 119.55, 118.17, 119.78, 120.76, 121.12, 118.71]",0.0199,2025-07-19T00:10:01.768612
O004707,H04707,Venere,Double,260.23,520.46,254.09,1.86,0.125,Free,True,True,Free breakfast,2,272.17,103.91,"[260.94, 261.22, 266.52, 265.57, 271.43, 277.67, 282.56, 281.25, 280.84, 285.41, 286.88, 290.42, 285.33, 284.16, 270.35, 272.56, 265.92, 265.01, 271.45, 267.35, 265.13, 264.58, 253.07, 256.53]",0.0182,2025-07-19T00:10:01.768612
O004708,H04708,Agoda,Twin,222.3,444.6,220.16,1.01,0.098,Non-refundable,True,False,Free parking,2,220.75,18.82,"[224.8, 226.68, 229.32, 226.7, 223.75, 219.68, 216.19, 216.27, 219.8, 226.49, 224.2, 222.57, 223.16, 219.67, 216.31, 220.67, 220.74, 216.95, 216.91, 212.16, 213.58, 217.95, 221.39, 222.14]",0.0149,2025-07-19T00:10:01.768612
O004709,H04709,Hotwire,Executive,105.23,736.61,104.73,2.28,0.164,Free,True,True,Late checkout,7,103.25,1.85,"[104.92, 104.73, 104.81, 104.78, 103.54, 102.07, 102.2, 101.12, 101.66, 100.94, 101.34, 101.9, 102.49, 101.95, 101.94, 103.31, 104.14, 104.72, 105.0, 104.07, 103.78, 104.24, 104.63, 103.76]",0.0072,2025-07-19T00:10:01.768612
O004710,H04710,Getaroom,Double,95.22,95.22,94.0,2.75,0.168,Non-refundable,True,True,Free WiFi,1,96.52,3.06,"[94.66, 95.2, 94.8, 94.43, 94.2, 93.97, 94.55, 94.78, 95.44, 96.17, 95.77, 96.24, 95.86, 96.2, 96.83, 98.12, 98.47, 98.2, 98.66, 98.55, 98.67, 99.01, 98.92, 98.8]",0.0063,2025-07-19T00:10:01.768612
O004711,H04711,Venere,Executive,252.98,505.96,254.36,2.11,0.176,Free,True,False,Free parking,2,237.07,56.04,"[248.8, 240.36, 238.1, 235.2, 236.61, 229.98, 227.89, 237.67, 227.34, 231.75, 223.68, 222.84, 235.97, 237.32, 239.17, 235.91, 241.58, 249.0, 250.53, 246.13, 244.71, 242.38, 231.84, 234.83]",0.0189,2025-07-19T00:10:01.768612
O004712,H04712,Priceline,Single,165.6,331.2,162.88,1.14,0.139,Free,False,False,Free parking,2,175.11,19.62,"[169.09, 172.71, 167.98, 166.55, 165.47, 170.17, 172.42, 173.48, 176.5, 177.14, 177.64, 179.33, 177.48, 176.92, 176.07, 177.83, 179.65, 180.48, 183.29, 176.98, 177.03, 177.25, 174.71, 176.38]",0.0214,2025-07-19T00:10:01.768612
O004713,H04713,Lastminute.com,Executive,218.7,656.1,212.29,2.26,0.173,Free,True,True,"Late checkout, Kids stay free",3,218.4,32.5,"[220.51, 219.55, 216.93, 217.31, 221.12, 220.41, 224.58, 230.38, 229.84, 228.43, 221.41, 213.55, 218.82, 219.49, 214.42, 216.95, 210.28, 209.29, 210.15, 211.65, 215.94, 218.66, 213.35, 218.61]",0.0199,2025-07-19T00:10:01.768612
O004714,H04714,Expedia,Suite,87.52,262.56,84.0,1.45,0.149,Non-refundable,False,True,Pay at hotel,3,86.87,1.54,"[88.5, 87.24, 87.68, 88.47, 88.86, 88.18, 86.57, 86.61, 85.15, 84.76, 84.15, 84.62, 85.85, 85.93, 87.16, 86.39, 86.92, 87.75, 87.52, 87.17, 86.53, 87.46, 87.59, 87.79]",0.0074,2025-07-19T00:10:01.768612
O004715,H04715,Agoda,Double,256.5,256.5,256.59,0.85,0.175,Free,False,False,"Mobile exclusive, Free WiFi",1,256.33,46.74,"[256.74, 260.39, 263.57, 264.94, 263.81, 259.77, 262.96, 262.13, 260.89, 263.8, 260.31, 259.64, 262.02, 261.44, 253.5, 252.43, 254.36, 249.73, 248.24, 244.83, 245.79, 247.8, 249.89, 243.01]",0.0146,2025-07-19T00:10:01.768612
O004716,H04716,Hotwire,Single,116.31,116.31,121.11,1.28,0.086,Free,True,False,,1,117.45,1.05,"[117.82, 117.24, 117.34, 117.76, 118.64, 116.85, 116.9, 116.44, 116.42, 117.14, 115.55, 115.43, 116.62, 116.43, 116.79, 117.7, 118.35, 118.5, 118.48, 119.64, 118.52, 117.88, 118.75, 117.5]",0.0079,2025-07-19T00:10:01.768612
O004717,H04717,Kayak,Twin,188.02,188.02,194.27,0.8,0.082,Non-refundable,False,False,"Free breakfast, Airport shuttle",1,186.65,1.21,"[187.59, 188.28, 187.85, 188.27, 187.7, 187.43, 187.18, 187.92, 186.73, 184.96, 186.83, 187.28, 187.29, 184.95, 185.03, 186.86, 186.87, 185.13, 185.01, 186.3, 184.89, 186.61, 186.68, 186.06]",0.0055,2025-07-19T00:10:01.768612
O004718,H04718,Kayak,Single,260.77,521.54,262.86,1.77,0.163,Free,False,False,"Free breakfast, Mobile exclusive",2,261.42,21.18,"[263.41, 260.69, 259.57, 259.87, 262.26, 263.19, 263.5, 266.51, 267.17, 263.91, 267.22, 264.55, 263.8, 266.57, 267.84, 265.58, 260.99, 256.31, 258.99, 256.82, 255.79, 253.75, 252.32, 253.43]",0.0114,2025-07-19T00:10:01.768612
O004719,H04719,Getaroom,Deluxe,90.26,90.26,90.74,2.33,0.103,Free,True,True,"Room upgrade, Mobile exclusive",1,91.81,3.39,"[91.43, 92.79, 92.93, 93.45, 94.29, 95.94, 95.32, 94.55, 91.73, 91.77, 90.44, 89.25, 89.88, 89.05, 90.99, 92.19, 90.54, 90.26, 91.73, 92.68, 90.74, 89.58, 91.31, 90.64]",0.0143,2025-07-19T00:10:01.768612
O004720,H04720,Hotwire,Double,144.69,144.69,144.91,1.06,0.158,Free,True,False,Free cancellation,1,137.97,13.45,"[140.0, 144.02, 145.86, 140.07, 135.67, 139.66, 134.14, 135.32, 133.83, 140.05, 132.56, 133.11, 131.95, 135.56, 138.91, 137.39, 135.15, 142.96, 138.42, 137.67, 138.56, 136.86, 140.24, 143.25]",0.0239,2025-07-19T00:10:01.768612
O004721,H04721,Agoda,Single,156.75,313.5,155.11,0.62,0.174,Free,True,False,,2,155.83,20.21,"[159.13, 158.4, 157.29, 154.08, 153.25, 152.69, 147.82, 148.58, 148.29, 151.92, 152.66, 153.79, 156.56, 159.86, 162.24, 163.21, 160.1, 159.77, 159.7, 162.96, 158.38, 154.14, 152.44, 152.68]",0.0154,2025-07-19T00:10:01.768612
O004722,H04722,Expedia,Deluxe,183.6,367.2,188.96,0.68,0.113,Free,True,True,Room upgrade,2,183.48,2.53,"[183.43, 183.78, 186.21, 185.16, 183.96, 183.09, 182.19, 182.1, 183.1, 181.14, 181.67, 181.83, 182.63, 182.55, 183.3, 182.94, 182.36, 182.61, 183.1, 185.09, 186.17, 187.87, 184.57, 182.79]",0.0068,2025-07-19T00:10:01.768612
O004723,H04723,Priceline,Executive,322.92,322.92,316.44,1.13,0.15,Free,True,False,,1,318.13,12.95,"[319.61, 317.87, 317.26, 317.15, 310.45, 312.02, 314.99, 315.99, 315.84, 319.57, 314.45, 315.65, 318.13, 314.81, 315.93, 319.59, 317.52, 320.14, 323.42, 322.09, 322.34, 322.6, 323.27, 324.35]",0.0112,2025-07-19T00:10:01.768612
O004724,H04724,Hotels.com,Executive,264.6,793.8,263.56,1.72,0.151,Non-refundable,True,True,"Airport shuttle, Kids stay free",3,257.58,16.74,"[264.82, 262.31, 262.87, 262.27, 260.31, 260.89, 262.17, 261.24, 260.43, 261.45, 259.51, 258.3, 256.31, 254.41, 251.87, 252.55, 252.63, 252.29, 254.8, 254.82, 253.21, 252.78, 253.73, 256.03]",0.0071,2025-07-19T00:10:01.768612
O004725,H04725,Booking.com,Deluxe,86.4,518.4,82.56,1.41,0.16,Free,True,False,Free parking,6,79.07,15.2,"[86.34, 86.06, 85.69, 85.62, 84.21, 82.85, 82.06, 79.06, 77.87, 77.88, 76.24, 75.7, 76.55, 76.58, 75.73, 75.38, 76.11, 78.06, 79.17, 78.92, 76.8, 75.22, 74.16, 75.42]",0.0182,2025-07-19T00:10:01.768612
O004726,H04726,Kayak,Double,96.33,96.33,96.61,2.3,0.137,Free,False,True,Room upgrade,1,95.89,0.3,"[95.85, 94.94, 95.75, 95.22, 95.73, 96.0, 95.46, 95.43, 95.81, 96.16, 96.43, 96.23, 97.07, 96.5, 96.45, 96.07, 95.99, 97.12, 95.8, 95.46, 95.77, 95.47, 94.93, 95.69]",0.0064,2025-07-19T00:10:01.768612
O004727,H04727,HRS,Single,98.72,197.44,98.7,1.91,0.087,Non-refundable,True,False,,2,96.76,2.21,"[96.61, 97.82, 95.35, 95.87, 94.95, 95.96, 94.81, 95.63, 95.76, 97.5, 95.82, 97.32, 97.23, 98.5, 100.91, 99.52, 96.25, 94.53, 96.34, 96.17, 98.57, 97.03, 97.05, 96.66]",0.017,2025-07-19T00:10:01.768612
O004728,H04728,Travelocity,Double,385.74,385.74,387.23,2.8,0.144,Free,True,False,,1,390.77,25.43,"[381.79, 388.9, 391.09, 385.04, 381.64, 385.89, 386.93, 387.9, 389.68, 386.53, 384.02, 388.73, 391.54, 393.88, 393.84, 397.73, 399.93, 397.66, 396.27, 396.2, 392.94, 393.05, 391.61, 395.68]",0.0135,2025-07-19T00:10:01.768612
O004729,H04729,Kayak,Family,104.13,312.39,107.28,2.36,0.198,Free,False,True,Free WiFi,3,107.6,7.81,"[104.58, 103.28, 106.35, 104.29, 102.14, 104.75, 105.07, 104.02, 105.0, 106.84, 107.65, 108.27, 109.45, 107.54, 109.43, 110.01, 109.21, 110.18, 110.6, 110.31, 110.79, 111.61, 109.88, 111.14]",0.0175,2025-07-19T00:10:01.768612
O004730,H04730,Venere,Family,273.48,546.96,268.63,2.95,0.125,Free,False,False,,2,264.2,78.56,"[258.78, 265.29, 262.29, 255.74, 253.41, 258.15, 257.09, 261.72, 259.25, 254.7, 256.77, 265.12, 261.8, 257.26, 260.56, 257.82, 261.69, 264.2, 270.49, 278.53, 280.58, 275.24, 279.96, 284.24]",0.019,2025-07-19T00:10:01.768612
