offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,partner_marketing_budget,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O005592,H05592,Booking.com,Suite,140.4,280.8,137.97,0.55,0.18,160757.94,Free,False,True,Free parking,2,142.84,8.35,"[143.15, 143.11, 146.46, 144.11, 146.5, 145.45, 145.78, 147.71, 146.85, 145.9, 145.16, 144.19, 143.45, 141.91, 140.78, 140.86, 138.44, 139.54, 139.4, 141.37, 140.71, 139.14, 139.26, 138.88]",0.013,2025-07-31T21:39:29.139632
O005593,H05593,Kayak,Twin,55.22,276.1,53.46,1.59,0.187,57896.71,Free,False,True,Pay at hotel,5,56.55,4.1,"[53.47, 53.63, 53.98, 54.88, 55.14, 57.09, 56.54, 58.09, 57.06, 56.72, 57.27, 59.66, 60.42, 59.74, 60.05, 58.19, 58.02, 56.54, 56.1, 55.1, 54.51, 54.91, 55.08, 55.0]",0.0195,2025-07-31T21:39:29.139632
O005594,H05594,Kayak,Deluxe,90.76,181.52,91.77,0.91,0.117,19256.33,Partial,True,False,Pay at hotel,2,97.85,9.88,"[91.24, 92.26, 91.16, 93.79, 97.94, 95.09, 96.93, 98.42, 99.01, 99.86, 98.23, 101.31, 102.55, 102.04, 100.31, 102.44, 99.12, 99.1, 99.4, 97.92, 97.92, 97.15, 96.63, 98.53]",0.0234,2025-07-31T21:39:29.139632
O005595,H05595,HotelDirect,Suite,380.16,380.16,387.84,0.99,0.148,15033.12,Partial,True,True,,1,384.04,27.18,"[385.71, 380.4, 379.33, 377.8, 383.0, 384.2, 390.51, 387.16, 387.44, 391.89, 388.4, 392.62, 389.81, 392.53, 387.17, 384.67, 379.49, 377.14, 373.35, 378.65, 382.27, 380.92, 380.53, 381.92]",0.0115,2025-07-31T21:39:29.139632
O005596,H05596,Getaroom,Deluxe,189.01,567.03,187.9,1.72,0.197,3515.06,Partial,True,False,,3,181.48,41.08,"[184.65, 190.4, 186.58, 189.77, 190.94, 186.14, 188.09, 188.97, 188.49, 183.46, 180.44, 174.97, 175.65, 171.53, 177.4, 177.61, 173.31, 174.06, 176.34, 174.58, 173.55, 177.19, 182.82, 188.59]",0.0186,2025-07-31T21:39:29.139632
O005597,H05597,Otel.com,Double,165.87,165.87,162.09,1.83,0.146,6478.55,Non-refundable,False,False,Spa discount,1,179.72,31.42,"[170.55, 174.3, 179.55, 178.84, 182.4, 180.57, 177.58, 180.77, 178.15, 175.66, 169.26, 166.49, 173.34, 180.46, 181.85, 186.18, 186.63, 182.81, 183.85, 183.82, 181.96, 184.52, 184.4, 189.43]",0.0215,2025-07-31T21:39:29.139632
O005598,H05598,Priceline,Deluxe,165.6,496.8,166.49,1.12,0.109,57536.95,Non-refundable,True,False,Free WiFi,3,166.81,4.07,"[167.02, 165.62, 167.98, 167.19, 164.91, 164.02, 164.22, 165.92, 165.61, 165.0, 167.27, 168.39, 168.64, 168.34, 171.05, 166.53, 167.81, 169.42, 168.09, 168.42, 169.84, 164.2, 163.74, 164.13]",0.0146,2025-07-31T21:39:29.139632
O005599,H05599,Hotels.com,Single,264.6,529.2,261.75,1.14,0.093,73027.81,Non-refundable,True,False,,2,259.4,15.57,"[262.84, 265.13, 262.45, 259.19, 256.89, 256.02, 254.55, 255.52, 252.78, 251.51, 256.02, 260.42, 253.94, 256.97, 259.78, 262.61, 262.58, 260.61, 259.94, 262.91, 264.7, 265.23, 262.81, 260.2]",0.011,2025-07-31T21:39:29.139632
O005600,H05600,Travelocity,Suite,153.54,307.08,152.45,2.2,0.154,29979.13,Free,False,False,Spa discount,2,158.46,6.23,"[153.77, 154.16, 156.49, 155.05, 158.02, 158.58, 158.54, 157.54, 157.43, 159.59, 158.28, 158.52, 157.9, 158.24, 156.2, 157.84, 157.97, 157.74, 159.57, 161.29, 160.82, 162.25, 162.49, 164.64]",0.0097,2025-07-31T21:39:29.139632
O005601,H05601,Expedia,Single,91.8,91.8,91.16,1.86,0.135,82263.8,Free,True,True,,1,91.36,2.35,"[92.35, 92.92, 92.83, 92.71, 92.92, 94.37, 93.89, 93.51, 91.68, 90.91, 91.14, 90.99, 91.2, 90.81, 90.8, 90.75, 90.98, 90.43, 90.87, 89.83, 89.52, 89.67, 89.6, 87.87]",0.0085,2025-07-31T21:39:29.139632
O005602,H05602,Booking.com,Executive,99.0,99.0,96.82,0.91,0.169,188064.95,Free,False,True,,1,99.29,2.13,"[99.11, 98.25, 97.79, 97.73, 97.79, 96.96, 97.72, 98.98, 99.54, 98.68, 99.19, 100.67, 100.24, 100.81, 101.85, 102.63, 102.04, 100.16, 99.62, 99.55, 98.59, 97.91, 98.56, 98.63]",0.0081,2025-07-31T21:39:29.139632
O005603,H05603,Kayak,Suite,73.29,366.45,71.69,1.54,0.142,55328.62,Free,False,True,Mobile exclusive,5,75.04,6.28,"[73.56, 73.39, 71.18, 69.43, 70.44, 71.62, 74.41, 75.13, 75.06, 75.62, 73.68, 75.61, 76.06, 74.24, 75.47, 75.84, 76.49, 76.65, 79.43, 79.17, 78.27, 77.46, 76.42, 76.45]",0.0207,2025-07-31T21:39:29.139632
O005604,H05604,Venere,Double,101.09,202.18,101.7,1.12,0.159,16535.11,Free,True,True,Free cancellation,2,105.22,11.6,"[102.63, 102.63, 102.24, 98.35, 99.6, 101.84, 105.17, 105.36, 108.44, 102.03, 103.5, 102.76, 105.08, 103.08, 106.32, 108.2, 106.21, 107.55, 109.64, 112.17, 111.23, 107.0, 107.66, 106.66]",0.0225,2025-07-31T21:39:29.139632
O005605,H05605,HRS,Twin,88.93,622.51,88.34,1.94,0.153,12287.36,Non-refundable,True,False,"Spa discount, Kids stay free",7,90.43,0.61,"[89.0, 89.63, 90.44, 91.62, 91.22, 91.32, 90.34, 89.5, 89.8, 91.22, 91.66, 90.48, 89.65, 89.85, 90.54, 90.2, 90.65, 92.05, 90.41, 90.13, 89.4, 90.08, 89.95, 91.1]",0.0117,2025-07-31T21:39:29.139632
O005606,H05606,Booking.com,Single,360.0,720.0,355.09,2.21,0.132,191755.41,Partial,False,True,,2,341.95,31.28,"[345.13, 352.42, 348.48, 342.63, 351.34, 344.8, 344.81, 339.98, 348.12, 342.73, 340.51, 330.07, 338.34, 343.72, 341.17, 336.31, 342.54, 340.51, 331.26, 337.56, 339.08, 335.25, 340.47, 349.55]",0.0192,2025-07-31T21:39:29.139632
O005607,H05607,Booking.com,Twin,360.0,360.0,362.97,1.7,0.122,147835.28,Partial,False,False,Free breakfast,1,366.7,68.7,"[359.23, 371.45, 372.09, 374.96, 379.11, 377.36, 380.82, 379.69, 376.8, 358.31, 362.06, 358.61, 362.18, 362.36, 363.72, 354.77, 356.52, 354.82, 359.83, 363.84, 369.43, 360.51, 372.11, 370.29]",0.0187,2025-07-31T21:39:29.139632
O005608,H05608,Orbitz,Twin,64.37,193.11,63.66,1.93,0.093,46157.03,Free,True,False,"Late checkout, Free cancellation",3,64.93,0.35,"[63.77, 63.86, 64.27, 64.17, 64.17, 64.37, 64.62, 64.58, 64.46, 65.12, 65.17, 65.06, 65.54, 65.16, 65.6, 64.85, 65.26, 65.67, 65.5, 65.68, 65.4, 65.17, 65.6, 65.39]",0.0055,2025-07-31T21:39:29.139632
O005609,H05609,Hotwire,Deluxe,86.56,86.56,88.28,0.98,0.166,1126.09,Free,True,False,"Room upgrade, Free WiFi",1,89.64,16.02,"[86.08, 87.82, 88.16, 88.94, 90.31, 86.31, 86.99, 85.63, 85.87, 84.57, 84.7, 85.38, 86.07, 86.32, 88.29, 92.44, 93.53, 93.79, 94.09, 95.23, 96.7, 96.22, 94.77, 93.12]",0.0199,2025-07-31T21:39:29.139632
O005610,H05610,Agoda,Double,171.0,684.0,170.58,1.8,0.163,73207.63,Non-refundable,False,False,,4,170.42,2.26,"[168.59, 169.25, 170.16, 171.34, 170.41, 171.02, 170.57, 169.18, 168.21, 170.08, 169.73, 167.62, 168.67, 168.96, 169.65, 170.97, 170.49, 172.58, 171.02, 171.41, 172.23, 173.52, 173.21, 171.23]",0.0104,2025-07-31T21:39:29.139632
O005611,H05611,Priceline,Double,248.4,496.8,251.08,0.99,0.168,41610.74,Non-refundable,True,False,Mobile exclusive,2,261.98,74.79,"[252.82, 249.63, 254.53, 250.74, 260.21, 258.8, 256.7, 255.67, 264.65, 268.25, 260.12, 255.81, 259.82, 262.14, 264.43, 269.46, 276.65, 276.37, 275.94, 274.16, 272.26, 265.19, 256.46, 246.82]",0.02,2025-07-31T21:39:29.139632
O005612,H05612,HotelDirect,Executive,133.06,931.42,134.53,0.55,0.177,17005.61,Free,False,True,,7,135.24,20.77,"[135.94, 137.53, 138.14, 140.56, 141.53, 142.83, 141.58, 138.95, 141.61, 139.72, 136.95, 136.04, 135.35, 133.15, 132.24, 131.59, 130.91, 129.08, 129.95, 130.6, 129.8, 127.99, 130.66, 133.04]",0.014,2025-07-31T21:39:29.139632
O005613,H05613,Getaroom,Twin,391.13,1955.65,390.12,3.62,0.183,3241.06,Free,True,False,Free WiFi,5,361.46,440.15,"[385.3, 399.68, 383.24, 393.23, 385.31, 383.43, 384.01, 371.48, 376.5, 367.75, 352.66, 333.85, 335.83, 342.08, 353.03, 349.72, 348.55, 359.14, 361.4, 360.21, 353.37, 341.79, 326.94, 326.45]",0.0228,2025-07-31T21:39:29.139632
O005614,H05614,Venere,Suite,280.92,1966.44,281.78,3.25,0.197,17140.14,Free,True,True,Airport shuttle,7,288.65,26.19,"[286.22, 283.91, 284.47, 287.76, 294.92, 289.11, 285.06, 285.28, 279.49, 282.71, 276.03, 285.73, 293.67, 297.43, 290.89, 295.59, 291.91, 288.01, 292.7, 288.79, 292.25, 290.26, 292.27, 293.08]",0.0179,2025-07-31T21:39:29.139632
O005615,H05615,Otel.com,Twin,181.16,543.48,192.73,0.6,0.1,1712.66,Free,False,True,Pay at hotel,3,176.81,7.16,"[179.44, 179.86, 174.85, 175.29, 173.98, 175.58, 175.08, 177.79, 177.79, 173.92, 176.12, 175.98, 174.94, 176.29, 181.87, 183.1, 180.61, 179.44, 175.0, 174.92, 174.6, 173.37, 174.44, 179.26]",0.0189,2025-07-31T21:39:29.139632
O005616,H05616,Venere,Single,248.42,993.68,250.19,1.51,0.082,10260.08,Free,True,True,Airport shuttle,4,247.47,1.7,"[249.22, 248.05, 247.25, 245.88, 246.69, 247.06, 246.19, 246.66, 246.26, 246.26, 244.59, 247.12, 246.26, 247.8, 249.13, 248.81, 249.61, 248.01, 249.92, 248.14, 247.12, 246.45, 248.06, 248.7]",0.005,2025-07-31T21:39:29.139632
O005617,H05617,Lastminute.com,Deluxe,89.13,267.39,85.35,1.85,0.193,8504.76,Non-refundable,True,False,"Free breakfast, Late checkout",3,87.08,2.28,"[90.72, 90.64, 87.99, 87.99, 87.19, 88.74, 88.19, 87.14, 86.6, 86.77, 87.0, 88.33, 87.66, 87.52, 86.07, 86.61, 86.32, 85.86, 85.21, 85.41, 85.46, 86.4, 85.38, 84.8]",0.0099,2025-07-31T21:39:29.139632
O005618,H05618,Getaroom,Double,139.69,558.76,143.37,1.94,0.164,4651.61,Partial,True,True,Room upgrade,4,135.7,90.94,"[132.84, 133.7, 133.16, 129.38, 126.05, 128.8, 127.21, 122.01, 120.24, 124.8, 126.45, 133.88, 136.5, 132.84, 132.1, 140.03, 144.45, 140.32, 144.38, 143.5, 145.14, 149.55, 154.78, 154.6]",0.0247,2025-07-31T21:39:29.139632
O005619,H05619,Otel.com,Family,105.37,105.37,103.64,1.27,0.176,7162.21,Non-refundable,False,True,"Free cancellation, Mobile exclusive",1,99.31,24.87,"[104.17, 105.28, 105.5, 103.84, 102.45, 105.78, 104.87, 105.6, 102.54, 103.72, 101.85, 98.57, 98.78, 97.8, 97.58, 97.53, 96.75, 94.69, 92.72, 90.52, 92.7, 90.5, 94.52, 95.05]",0.0238,2025-07-31T21:39:29.139632
O005620,H05620,Lastminute.com,Family,88.85,621.95,88.99,0.77,0.164,7372.42,Partial,False,True,Free cancellation,7,91.2,0.52,"[90.59, 89.84, 90.98, 91.19, 90.7, 91.15, 89.94, 90.15, 90.5, 91.31, 92.24, 91.78, 90.83, 91.67, 91.98, 91.94, 92.89, 91.81, 91.09, 91.88, 91.17, 91.1, 90.9, 91.13]",0.0085,2025-07-31T21:39:29.139632
O005621,H05621,HotelDirect,Deluxe,190.08,760.32,193.8,2.41,0.151,14461.07,Partial,False,False,Pay at hotel,4,193.06,33.01,"[182.68, 187.34, 184.57, 181.2, 186.88, 185.51, 189.79, 192.23, 194.6, 198.21, 198.44, 191.25, 201.91, 200.36, 200.24, 195.25, 199.03, 193.64, 191.86, 192.99, 197.58, 196.26, 196.18, 195.42]",0.0213,2025-07-31T21:39:29.139632
O005622,H05622,Lastminute.com,Deluxe,97.88,587.28,100.49,1.64,0.162,1735.32,Non-refundable,True,False,,6,97.09,3.48,"[97.86, 96.61, 94.77, 93.34, 96.67, 95.78, 95.17, 96.33, 97.54, 98.31, 97.99, 98.29, 95.97, 97.28, 96.65, 99.97, 100.14, 98.43, 98.24, 94.99, 94.18, 95.77, 100.07, 99.8]",0.0239,2025-07-31T21:39:29.139632
O005623,H05623,Venere,Family,256.42,256.42,254.12,0.86,0.084,11423.51,Free,False,False,Spa discount,1,257.04,139.82,"[255.53, 261.14, 260.83, 262.72, 266.03, 266.93, 271.48, 267.35, 276.58, 268.46, 272.66, 261.36, 257.79, 257.49, 260.37, 262.33, 251.75, 245.02, 246.48, 248.64, 240.58, 238.36, 234.67, 234.52]",0.0196,2025-07-31T21:39:29.139632
O005624,H05624,Orbitz,Deluxe,95.08,95.08,97.22,1.64,0.08,33900.7,Free,False,False,,1,94.49,3.25,"[96.26, 95.8, 95.93, 96.62, 96.27, 96.12, 97.57, 96.16, 94.89, 93.75, 94.24, 93.82, 94.73, 93.66, 94.61, 94.83, 93.57, 92.37, 90.28, 90.2, 92.32, 94.64, 94.51, 94.58]",0.0111,2025-07-31T21:39:29.139632
O005625,H05625,Expedia,Single,367.2,367.2,356.32,2.5,0.189,170432.15,Free,False,False,Late checkout,1,376.6,280.48,"[363.84, 357.98, 357.55, 357.96, 365.31, 355.93, 372.02, 386.01, 398.66, 386.49, 391.16, 379.02, 375.1, 372.64, 372.84, 364.7, 362.59, 359.65, 372.51, 378.95, 381.93, 395.01, 413.8, 416.78]",0.0226,2025-07-31T21:39:29.139632
O005626,H05626,HRS,Suite,277.28,277.28,277.82,1.32,0.155,7326.73,Free,True,True,"Free parking, Pay at hotel",1,270.43,23.8,"[271.71, 269.9, 272.02, 271.16, 267.22, 264.76, 265.22, 266.28, 265.83, 266.25, 266.65, 269.78, 270.29, 273.28, 273.99, 275.73, 278.21, 280.69, 280.82, 274.87, 270.18, 265.47, 265.61, 264.46]",0.0098,2025-07-31T21:39:29.139632
O005627,H05627,Priceline,Single,121.44,121.44,119.84,2.09,0.101,65121.81,Free,False,True,Free parking,1,124.64,7.18,"[123.17, 120.68, 125.22, 126.05, 129.29, 124.28, 125.11, 124.24, 123.93, 127.88, 126.55, 127.76, 121.75, 122.97, 124.21, 121.09, 119.21, 123.91, 128.23, 121.78, 122.12, 126.07, 127.03, 128.72]",0.024,2025-07-31T21:39:29.139632
O005628,H05628,Orbitz,Double,167.9,335.8,157.99,2.22,0.104,52645.7,Free,True,False,Free cancellation,2,164.88,9.68,"[168.77, 170.29, 168.86, 169.38, 166.42, 166.02, 165.33, 166.76, 167.75, 167.52, 166.74, 166.93, 165.52, 163.69, 162.01, 160.06, 159.49, 162.03, 160.34, 161.6, 161.23, 163.04, 163.38, 164.03]",0.009,2025-07-31T21:39:29.139632
O005629,H05629,Venere,Twin,219.65,1098.25,224.11,0.67,0.13,4508.78,Free,False,False,"Free parking, Kids stay free",5,218.81,4.67,"[222.71, 223.27, 221.04, 220.56, 219.32, 219.78, 217.84, 217.33, 217.51, 218.74, 216.01, 215.47, 213.12, 216.93, 218.96, 218.76, 218.45, 217.73, 219.38, 219.93, 218.89, 219.55, 219.12, 220.93]",0.0068,2025-07-31T21:39:29.139632
O005630,H05630,Booking.com,Double,360.0,720.0,358.46,3.44,0.165,113165.56,Free,False,True,"Free WiFi, Room upgrade",2,357.85,53.55,"[359.65, 356.99, 356.95, 351.77, 352.06, 351.19, 352.7, 350.84, 352.6, 354.11, 353.37, 352.45, 348.54, 350.83, 352.55, 354.99, 360.0, 360.82, 365.62, 367.92, 371.46, 371.44, 369.91, 369.51]",0.0093,2025-07-31T21:39:29.139632
O005631,H05631,Orbitz,Single,468.67,937.34,464.21,3.26,0.175,29667.95,Free,False,True,"Pay at hotel, Free WiFi",2,472.21,14.83,"[471.2, 475.13, 475.87, 477.07, 478.52, 475.01, 467.76, 471.41, 472.86, 471.01, 473.57, 474.7, 476.01, 473.76, 474.06, 467.88, 463.86, 465.59, 466.0, 467.59, 471.16, 475.44, 474.88, 472.78]",0.006,2025-07-31T21:39:29.139632
O005632,H05632,Orbitz,Deluxe,370.32,1481.28,387.82,1.59,0.138,50587.55,Free,False,False,Room upgrade,4,374.79,19.79,"[371.51, 364.66, 363.68, 369.92, 372.65, 377.76, 378.63, 376.89, 378.11, 380.94, 378.77, 377.35, 377.61, 369.29, 373.98, 375.96, 372.41, 372.16, 374.17, 376.0, 375.68, 377.47, 379.66, 379.72]",0.008,2025-07-31T21:39:29.139632
O005633,H05633,Hotwire,Double,108.47,108.47,110.32,1.69,0.166,817.06,Non-refundable,False,False,Free cancellation,1,106.24,6.01,"[110.84, 108.34, 106.59, 101.93, 103.52, 105.05, 103.12, 104.99, 108.19, 110.85, 107.27, 106.48, 104.59, 105.01, 104.84, 105.64, 106.87, 109.4, 111.0, 106.25, 103.63, 103.7, 105.34, 106.35]",0.022,2025-07-31T21:39:29.139632
O005634,H05634,Expedia,Suite,275.4,550.8,276.74,1.31,0.189,143750.01,Non-refundable,False,True,Kids stay free,2,270.4,26.82,"[274.75, 275.4, 269.79, 271.62, 273.14, 274.95, 274.63, 272.68, 273.89, 279.6, 276.93, 272.61, 269.41, 268.57, 267.32, 271.08, 271.48, 272.87, 270.03, 263.48, 262.45, 260.73, 259.67, 262.61]",0.0126,2025-07-31T21:39:29.139632
O005635,H05635,Expedia,Double,100.98,100.98,100.5,1.8,0.136,172438.33,Free,True,True,Kids stay free,1,96.8,14.89,"[101.93, 100.77, 101.34, 100.25, 100.52, 102.2, 101.0, 102.97, 100.42, 98.22, 97.1, 96.1, 96.26, 95.86, 94.34, 94.05, 92.76, 93.41, 91.25, 92.77, 92.97, 91.85, 91.6, 93.27]",0.0142,2025-07-31T21:39:29.139632
O005636,H05636,Agoda,Executive,102.6,205.2,103.62,1.98,0.086,88721.86,Free,True,False,Mobile exclusive,2,104.23,1.75,"[102.65, 102.66, 101.99, 101.46, 101.69, 102.99, 103.94, 103.75, 103.91, 104.38, 105.12, 105.35, 105.76, 105.0, 105.58, 105.24, 105.67, 106.2, 105.33, 104.91, 104.27, 104.38, 104.63, 104.59]",0.0069,2025-07-31T21:39:29.139632
O005637,H05637,Getaroom,Executive,138.41,276.82,134.75,0.68,0.154,3498.45,Partial,True,False,Pay at hotel,2,138.32,0.84,"[137.32, 137.55, 138.38, 137.05, 137.93, 137.0, 139.24, 139.8, 138.56, 138.27, 137.66, 138.03, 138.12, 140.25, 139.86, 139.64, 138.05, 138.17, 138.14, 137.64, 138.56, 137.13, 137.92, 139.44]",0.0072,2025-07-31T21:39:29.139632
O005638,H05638,Hotwire,Double,501.49,2507.45,506.48,1.07,0.178,1297.98,Free,True,True,Spa discount,5,516.88,179.73,"[508.8, 499.78, 499.12, 506.62, 521.71, 532.06, 537.64, 513.89, 500.86, 507.45, 498.55, 516.4, 523.07, 534.39, 544.03, 532.46, 529.73, 524.61, 524.94, 517.46, 511.95, 506.05, 516.64, 496.8]",0.0175,2025-07-31T21:39:29.139632
O005639,H05639,Priceline,Executive,136.62,136.62,136.63,2.06,0.158,76363.59,Non-refundable,False,True,Free breakfast,1,138.63,7.94,"[137.29, 136.83, 136.93, 135.47, 133.97, 136.7, 135.94, 135.18, 134.02, 135.19, 137.31, 139.83, 140.23, 139.8, 139.35, 140.25, 140.44, 140.57, 143.54, 143.31, 142.24, 142.09, 140.89, 139.88]",0.0139,2025-07-31T21:39:29.139632
O005640,H05640,Orbitz,Family,51.84,103.68,50.88,0.82,0.194,26084.34,Free,False,False,Free parking,2,52.1,1.24,"[52.11, 52.43, 53.67, 52.55, 53.04, 51.19, 51.34, 49.19, 49.93, 50.35, 51.88, 51.61, 52.93, 53.01, 53.7, 52.57, 52.09, 52.6, 52.81, 52.29, 52.74, 52.84, 52.8, 50.8]",0.0154,2025-07-31T21:39:29.139632
O005641,H05641,Hotwire,Family,289.76,869.28,291.45,1.5,0.154,1748.31,Non-refundable,True,False,"Free cancellation, Kids stay free",3,286.29,38.54,"[295.2, 287.8, 289.75, 288.83, 288.09, 285.32, 279.54, 276.93, 277.48, 278.15, 286.14, 278.98, 278.95, 284.32, 283.85, 283.88, 283.9, 282.95, 291.52, 290.01, 293.26, 296.2, 300.72, 289.08]",0.0153,2025-07-31T21:39:29.139632
O005642,H05642,Agoda,Double,171.0,513.0,169.34,1.11,0.103,77803.19,Free,False,False,Spa discount,3,172.12,15.03,"[168.09, 169.16, 165.57, 167.67, 174.18, 172.42, 178.9, 177.3, 177.5, 172.7, 175.28, 170.67, 168.97, 174.79, 175.97, 176.62, 175.95, 172.2, 174.35, 168.33, 167.61, 169.72, 171.27, 165.67]",0.0217,2025-07-31T21:39:29.139632
O005643,H05643,HotelDirect,Double,123.55,247.1,122.42,1.88,0.141,13125.96,Non-refundable,False,False,,2,124.23,4.4,"[120.63, 119.77, 121.43, 120.63, 120.78, 122.77, 124.1, 125.98, 125.26, 124.67, 124.81, 125.73, 126.27, 124.37, 124.36, 124.64, 124.23, 125.4, 124.61, 124.43, 125.76, 126.97, 127.14, 126.84]",0.0087,2025-07-31T21:39:29.139632
O005644,H05644,Kayak,Double,234.58,1172.9,232.64,4.04,0.101,78270.56,Free,True,False,,5,235.45,8.04,"[233.81, 232.46, 232.14, 233.75, 233.62, 235.29, 237.2, 238.56, 239.2, 239.02, 240.11, 237.99, 237.58, 239.15, 239.23, 237.87, 234.77, 233.38, 234.39, 232.97, 231.52, 232.79, 232.03, 232.01]",0.006,2025-07-31T21:39:29.139632
O005645,H05645,Travelocity,Twin,134.52,403.56,132.26,3.17,0.134,47207.14,Partial,False,True,Pay at hotel,3,136.16,10.57,"[133.05, 134.26, 133.77, 133.24, 132.35, 132.24, 133.51, 132.95, 134.86, 134.88, 136.19, 134.08, 133.45, 134.91, 136.71, 137.22, 137.51, 137.65, 136.48, 140.25, 141.29, 142.02, 142.09, 142.82]",0.0085,2025-07-31T21:39:29.139632
O005646,H05646,Lastminute.com,Twin,267.23,267.23,273.97,1.12,0.152,3055.86,Free,True,False,"Free WiFi, Spa discount",1,262.86,294.59,"[257.6, 259.36, 243.81, 236.89, 237.05, 235.05, 242.28, 247.24, 249.69, 254.36, 254.67, 254.54, 261.09, 270.86, 269.35, 272.72, 276.02, 280.94, 287.36, 278.92, 280.86, 288.28, 286.3, 283.35]",0.0229,2025-07-31T21:39:29.139632
O005647,H05647,Kayak,Family,175.66,1053.96,177.66,2.27,0.186,59929.61,Non-refundable,True,True,"Mobile exclusive, Pay at hotel",6,173.73,3.98,"[175.75, 173.35, 177.14, 176.7, 176.61, 174.03, 175.28, 172.98, 171.34, 173.18, 169.59, 172.46, 173.31, 172.62, 173.61, 177.84, 174.33, 173.69, 170.33, 171.88, 173.01, 173.94, 173.41, 173.21]",0.0143,2025-07-31T21:39:29.139632
O005648,H05648,HotelDirect,Deluxe,69.7,139.4,69.49,1.7,0.088,13504.85,Free,True,True,"Airport shuttle, Free parking",2,66.55,1.59,"[68.8, 67.13, 65.91, 66.86, 64.56, 65.4, 65.2, 66.66, 65.5, 65.58, 67.33, 67.74, 67.32, 68.76, 65.58, 66.71, 64.19, 64.98, 66.47, 66.78, 66.63, 66.86, 69.0, 67.18]",0.022,2025-07-31T21:39:29.139632
O005649,H05649,Getaroom,Executive,116.27,116.27,119.52,1.79,0.107,531.6,Free,True,True,"Mobile exclusive, Free breakfast",1,116.21,3.86,"[116.58, 115.67, 114.72, 113.34, 113.21, 112.37, 112.63, 114.2, 113.99, 115.94, 117.69, 119.03, 117.72, 118.0, 116.91, 116.28, 115.89, 117.37, 118.14, 117.75, 118.28, 117.49, 118.48, 117.4]",0.0104,2025-07-31T21:39:29.139632
O005650,H05650,Venere,Deluxe,122.65,245.3,120.28,0.79,0.163,4510.92,Free,False,False,Free breakfast,2,126.66,8.81,"[123.49, 124.91, 123.88, 123.84, 126.03, 123.94, 124.5, 122.81, 122.38, 125.34, 126.47, 126.37, 127.16, 126.41, 124.23, 126.79, 130.33, 133.2, 131.53, 128.7, 130.81, 130.76, 129.91, 126.12]",0.0197,2025-07-31T21:39:29.139632
O005651,H05651,Getaroom,Family,263.08,789.24,260.03,1.56,0.101,2929.41,Free,True,True,,3,263.8,6.05,"[264.11, 265.96, 264.61, 265.11, 264.79, 266.81, 263.82, 267.13, 267.02, 267.31, 265.95, 265.09, 261.48, 262.81, 262.64, 259.11, 259.14, 258.66, 261.67, 264.74, 264.55, 263.53, 261.82, 263.35]",0.0081,2025-07-31T21:39:29.139632
O005652,H05652,Expedia,Executive,44.06,88.12,43.45,0.73,0.153,88260.51,Non-refundable,False,True,,2,43.43,0.12,"[43.94, 43.54, 43.23, 43.46, 42.95, 43.27, 43.07, 43.35, 43.67, 43.91, 43.72, 43.55, 43.67, 43.45, 43.47, 43.42, 43.17, 42.84, 42.66, 43.22, 43.83, 43.97, 43.7, 43.21]",0.0069,2025-07-31T21:39:29.139632
O005653,H05653,Getaroom,Single,252.81,505.62,250.2,1.12,0.187,1519.36,Free,False,True,Free WiFi,2,269.87,90.36,"[252.53, 261.9, 266.85, 267.07, 259.79, 260.25, 258.48, 262.59, 260.81, 262.5, 270.25, 273.87, 286.61, 285.21, 286.6, 283.93, 279.96, 277.11, 275.6, 275.81, 269.55, 264.04, 267.92, 267.71]",0.0197,2025-07-31T21:39:29.139632
O005654,H05654,Travelocity,Deluxe,167.83,167.83,174.22,2.79,0.188,41142.88,Non-refundable,True,True,"Free WiFi, Spa discount",1,167.46,2.47,"[167.55, 167.95, 169.83, 169.83, 170.88, 168.2, 168.92, 167.71, 166.19, 166.46, 167.43, 166.28, 166.0, 168.54, 168.14, 168.1, 168.44, 166.85, 164.6, 165.09, 165.18, 165.39, 168.18, 167.26]",0.0078,2025-07-31T21:39:29.139632
O005655,H05655,HotelDirect,Family,158.4,792.0,157.61,1.72,0.093,12594.85,Non-refundable,False,True,"Spa discount, Free breakfast",5,149.18,19.57,"[159.09, 157.15, 156.45, 155.71, 147.41, 152.27, 153.04, 147.22, 149.85, 146.69, 148.89, 145.81, 142.32, 142.13, 146.04, 146.92, 147.73, 149.28, 149.21, 150.88, 150.15, 144.97, 146.09, 144.97]",0.0169,2025-07-31T21:39:29.139632
O005656,H05656,Lastminute.com,Suite,476.1,1904.4,474.28,1.21,0.183,4813.71,Free,True,True,Pay at hotel,4,482.1,85.53,"[479.45, 472.71, 475.98, 483.94, 486.04, 484.78, 491.5, 492.59, 493.26, 493.19, 490.05, 484.41, 486.16, 482.87, 491.76, 492.14, 491.89, 481.81, 470.92, 470.19, 462.7, 466.26, 470.74, 475.11]",0.0128,2025-07-31T21:39:29.139632
